id;Артикул;"Название товара *";"Стоимость товара *";"Стоимость со скидкой";"Раздел товара *";"Товар в наличии";"Поставка под заказ *";"Срок поставки (дни) *";"Краткий текст";"Текст полностью";"Заголовок страницы (title)";"Описание страницы (description)";"Ключевые слова страницы (keywords)";"ЧПУ страницы (slug)";"С этим товаром покупают";"Рекламные метки";"Показывать на сайте *";"Удалить *";"Ед. измерения";Вес;"Габариты, см";НДС;"Передавать в Яндекс.Маркет";"Передавать в ВКонтакте"
60130227;0;"Фьюжн КМ-04 комод Белый";7000;;"КОМОДЫ И ТУМБЫ";10;0;1;"<p>Фьюжн КМ-04 комод Белый</p><p><br /></p><p><br /></p><p>Комод &laquo;Фьюжн&raquo; КМ-04 &ndash; это современное решение для вашего интерьера. Модель оснащена шестью вместительными ящиками, в которых можно хранить белье, аксессуары, книги и важные мелочи. Узкая вертикальная конструкция позволяет сэкономить пространство.</p><p>Кромка &ndash; 0,45 мм.</p><p>Ручки накладные, пластик, 192 мм.</p><p>Опоры &ndash; подпятник, пластик.</p><p>Максимальная нагрузка на верхнюю крышку - 10 кг. Максимальная нагрузка на ящик - 5 кг.</p><p>Коллекция &laquo;Фьюжн&raquo; &mdash; это настоящая эстетика минимализма. Строгие линии, спокойная цветовая гамма и простые конструктивные решения воплощают собой лучшие тенденции мебельного дизайна. Разнообразие модулей позволит подобрать идеальный комплект для дома. Белый оттенок фасадов будет хорошо сочетаться с другими оттенками в интерьере и наполнит помещение светом.</p>";;"Купить Фьюжн КМ-04 комод Белый в Краснодар недорого — Мебель на Кубани";"Купить Фьюжн КМ-04 комод Белый в Мебель на Кубани: Краснодар, Ростовское шоссе, 14/2. Доставка по городу и краю, профессиональная сборка. Гарантия качества!";"Фьюжн КМ-04 комод Белый, Краснодар, каталог мебели, купить недорого, сборка мебели";;"60130227, 60130233, 60130268, 60130273, 60130287, 60130288, 60130291, 60130234, 60130253, 60130274";;1;0;шт;0г;;;1;1
60130310;0;"Мишель тип 1 КМ-12 комод Крафт/Графит";5000;;"КОМОДЫ И ТУМБЫ";10;0;1;"<p>Мишель тип 1 КМ-12 комод Крафт/Графит</p><p><br /></p><p>Комод ""Мишель тип 1"" КМ-12 можно использовать как дополнительное пространство для хранения в гостиной или разместить еев спальне, поддерживая таким образом единый стиль в доме.</p><p>Толщина кромки - 0,45 мм.</p><p>Ручка АБС пластик, накладная, 152 мм (общая длина ручки), цвет - темно-коричневый.</p><p>Опоры - пластиковые, регулируемые, высота - 20 мм.</p><p>Петли створок накладные.</p><p>Максимальная нагрузка на полку - 10 кг, на ящик - 5 кг.</p><p>Направляющие шариковые 300 мм.</p><p>Плавное открывание.</p>
<p>Гостиная ""Мишель"" - это модель с универсальной конструкцией для современного дома. Фасады в глубоком оттенке ""графит"" будут отлично контрастировать со стенами в нейтральных или насыщенных холодных тонах. Корпус и поверхности, выполненные в цвете ""крафт"", хорошо гармонируют с фотопечатью, имитирующей деревянные рейки.</p>
<p><br /></p>
<p><br /></p>
<p><br /></p>
<p><br /></p>";;"Купить Мишель тип 1 КМ-12 комод Крафт/Графит в Краснодар недорого — Мебель на Кубани";"Купить Мишель тип 1 КМ-12 комод Крафт/Графит в Мебель на Кубани: Краснодар, Ростовское шоссе, 14/2. Доставка по городу и краю, профессиональная сборка. Гарантия качества!";"Мишель тип 1 КМ-12 комод Крафт/Графит, Краснодар, каталог мебели, купить недорого, сборка мебели";;60130300;;1;0;шт;0г;;;1;1
60130343;0;"Кассандра КМ-12 комод Дуб Смоки MF-14";11800;;"КОМОДЫ И ТУМБЫ";10;0;1;"<p>Кассандра КМ-12 комод Дуб Смоки MF-14</p><p><br /></p><p>Комод &laquo;Кассандра&raquo; состоит из трёх вместительных зон: 2 боковые зоны с полками, а центральная состоит из трёх ящиков, в которых удобно хранить постельное бельё и мелочи.</p><p>Толщина кромки - 0,45 мм.</p><p>Ручки - из АБС пластика, черные комбинированные.</p><p>Направляющие - шариковые 400 мм.</p><p>Опоры - 150 мм, металлические нерегулируемые&nbsp;</p><p>Максимальная нагрузка на полку &ndash; 10 кг. Максимальная нагрузка на ящик &ndash; 5 кг.</p><p>Сдержанная коллекция &laquo;Кассандра&raquo; объединяет классику и тренды. Популярные пудрово-пыльные оттенки делают коллекцию стильной и современной. Эти мягкие, приглушенные цвета придают интерьеру атмосферу гармонии и уюта.&nbsp;</p><p><br /></p>
<p><br /></p>
<p><br /></p>
<p><br /></p>";;"Купить Кассандра КМ-12 комод Дуб Смоки MF-14 в Краснодар недорого — Мебель на Кубани";"Купить Кассандра КМ-12 комод Дуб Смоки MF-14 в Мебель на Кубани: Краснодар, Ростовское шоссе, 14/2. Доставка по городу и краю, профессиональная сборка. Гарантия качества!";"Кассандра КМ-12 комод Дуб Смоки MF-14, Краснодар, каталог мебели, купить недорого, сборка мебели";;"60130391, 60130374, 60130388, 60098454, 60130353";;1;0;шт;0г;;;1;1
60130664;0;"Айрон ТБ-16 Тумба Белый";4000;;"КОМОДЫ И ТУМБЫ";10;0;1;"<p><span>Айрон ТБ-16 Тумба Белый</span></p><p><br /></p><p>Тумба &laquo;Айрон&raquo; ТБ-16 &mdash; это лаконичное и компактное решение для организации хранения в вашем интерьере. Благодаря навесной конструкции тумба позволяет сэкономить место в комнате, не отказываясь от дополнительного пространства для любимых вещей. Тумба состоит из одного ящика. Модель идеально подходит для хранения документов, украшений, книг и важных мелочей. Верхнюю крышку можно использовать как дополнительную полочку для небольшого комнатного растения или книг.</p><p>Толщина кромки &ndash; 0,7 мм.</p><p>Ручка накладная, пластик 430 мм.</p><p>Крепление к стене &ndash;&nbsp; навес L-образный.</p><p>Максимальная нагрузка на ящик &ndash; 5 кг.</p><p>Шариковые направляющие 250 мм.</p>";;"Купить Айрон ТБ-16 Тумба Белый в Краснодар недорого — Мебель на Кубани";"Купить Айрон ТБ-16 Тумба Белый в Мебель на Кубани: Краснодар, Ростовское шоссе, 14/2. Доставка по городу и краю, профессиональная сборка. Гарантия качества!";"Айрон ТБ-16 Тумба Белый, Краснодар, каталог мебели, купить недорого, сборка мебели";;"59734094, 60130663, 60130667";;1;0;шт;0г;;;1;1
60163733;0;"Селена КМ-001 Комод-консоль Шиншилла серая / Кварц грей софт";15200;;"КОМОДЫ И ТУМБЫ";10;0;1;"<p><span>Селена Комод-консоль КМ-001 Шиншилла серая / Кварц грей софт</span></p>";;"Купить Селена КМ-001 Комод-консоль Шиншилла серая / Кварц грей софт в Краснодар недорого — Мебель на Кубани";"Купить Селена КМ-001 Комод-консоль Шиншилла серая / Кварц грей софт в Мебель на Кубани: Краснодар, Ростовское шоссе, 14/2. Доставка по городу и краю, профессиональная сборка. Гарантия качества!";"Селена КМ-001 Комод-консоль Шиншилла серая / Кварц грей софт, Краснодар, каталог мебели, купить недо";;"60164279, 60163577, 60163714, 60163622, 60163754";;1;0;шт;0г;;;1;1
60390970;0;"Тринити КМ-001 (МДФ) Комод Дуб Крафт серый/МДФ - матовая Флан GA-06";17000;;"КОМОДЫ И ТУМБЫ";10;0;1;"<p><span>Тринити КМ-001 (МДФ) Комод Дуб Крафт серый/МДФ - матовая Флан GA-06</span></p><p><br /></p><p><span><span class=""RA-g5 RA-g7 RA-h2 RA-i"">Все ящики на направляющих скрытого монтажа (350мм) с функцией Push-To-Open (открывание-закрывание от нажатия на фасад). Дно ящиков &ndash; ЛДСП 16мм</span></span><br /></p><p><br /></p>";"<p><span>Комод широкий для одежды и под телевизор &laquo;ТРИНИТИ&raquo; &mdash; это стильный и функциональный предмет мебели, который станет украшением вашего дома. Он выполнен из качественных материалов и имеет прочную конструкцию, что обеспечивает его долговечность и надежность.</span><br /><br /><span>Комод оснащен вместительными ящиками, которые идеально подойдут для хранения одежды, постельного белья, полотенец и других вещей. Ящики легко выдвигаются и закрываются благодаря качественным направляющим. Комод также имеет просторную тумбу, которая может использоваться для размещения телевизора или других предметов интерьера.</span><br /><span>Особенностью комода являются его широкие размеры, которые позволяют разместить большое количество вещей. Это делает комод идеальным выбором для спальни, прихожей или гостиной. Благодаря своей нейтральной тональности, он гармонично впишется в любой интерьер.</span><br /><br /><span>Комод имеет распашные дверцы, которые обеспечивают удобный доступ к содержимому. Дверцы оснащены качественными петлями, обеспечивающими их плавное открывание и закрывание. Ножки комода выполнены из прочного материала, обеспечивая ему устойчивость и надежность. Они также имеют современный дизайн, который подчеркивает стиль комода.</span></p><p><br /></p><p><span><span><span class=""RA-g5 RA-h RA-h2 RA-i RA-g3 RA-f1"">Материал и особенности:</span><span class=""RA-g5 RA-g7 RA-h2 RA-i"">Используемые материалы:</span></span></span><br /><span><span><span class=""RA-g5 RA-g7 RA-h2 RA-i"">Корпус &ndash; ЛДСП, 16мм</span></span></span><br /><span><span><span class=""RA-g5 RA-g7 RA-h2 RA-i"">Фасад &ndash; МДФ, 16мм</span></span></span><br /><br /><span><span><span class=""RA-g5 RA-g7 RA-h2 RA-i"">Цветовая гамма:</span></span></span><br /><span><span><span class=""RA-g5 RA-g7 RA-h2 RA-i"">Корпус - Дуб Крафт серый</span></span></span><br /><span><span><span class=""RA-g5 RA-g7 RA-h2 RA-i"">Фасад &ndash; МДФ 16мм - матовая Флан</span></span></span><br /><br /><span><span><span class=""RA-g5 RA-g7 RA-h2 RA-i"">Представляет собой комод, разделенный на 3 отделения.</span></span></span><br /><span><span><span class=""RA-g5 RA-g7 RA-h2 RA-i"">фасады ящиков вкладные, выполнены из МДФ в пленке ПВХ, без фрезеровки;</span></span></span><br /><br /><span><span><span class=""RA-g5 RA-g7 RA-h2 RA-i"">Все ящики на направляющих скрытого монтажа (350мм) с функцией Push-To-Open (открывание-закрывание от нажатия на фасад). Дно ящиков &ndash; ЛДСП 16мм</span></span></span><br /><br /><span><span><span class=""RA-g5 RA-g7 RA-h2 RA-i"">Обе створки имеют декоративную фрезеровку и выполнены из МДФ(+плёнка ПВХ), являются</span></span></span><br /><span><span><span class=""RA-g5 RA-g7 RA-h2 RA-i"">вкладными относительно корпуса;</span></span></span><br /><br /><span><span><span class=""RA-g5 RA-g7 RA-h2 RA-i"">Створка универсальная, может устанавливаться с любой из сторон комода;</span></span></span><br /><br /><span><span><span class=""RA-g5 RA-g7 RA-h2 RA-i"">Открывание створок при помощи нажатия на фасад.</span></span></span><br /><br /><span><span><span class=""RA-g5 RA-g7 RA-h2 RA-i"">Комод не имеет видимых снаружи креплений;</span></span></span><br /><br /><span><span><span class=""RA-g5 RA-g7 RA-h2 RA-i"">Опоры &ndash; Опора круглая 154.120 стационарная круглая, в количестве 4шт.</span></span></span><br /><span><span><span class=""RA-g5 RA-g7 RA-h2 RA-i"">Высота опор 120мм.</span></span></span><br /></p><p><br /></p><p><span><span><span><span class=""RA-g5 RA-g7 RA-h2 RA-i""><span class=""RA-g5 RA-g9 RA-h2 RA-i RA-g3 RA-f1"">Габариты и размеры:</span>Габариты изделия &ndash; Д.123.2 х В.78.9 х Г.43.7 см.</span></span></span></span><br /><br /><span><span><span><span class=""RA-g5 RA-g7 RA-h2 RA-i"">В центральной части расположены 3 одинаковых выдвижных ящика с внутренним</span></span></span></span><br /><span><span><span><span class=""RA-g5 RA-g7 RA-h2 RA-i"">пространством Д.43.5 х В.12.8 х Г.33.4 см.</span></span></span></span><br /><br /><span><span><span><span class=""RA-g5 RA-g7 RA-h2 RA-i"">По обе стороны от отделения с ящиками расположены два идентичных отделения с полками, габаритами</span></span></span></span><br /><span><span><span><span class=""RA-g5 RA-g7 RA-h2 RA-i"">Д.31.9 х В.50.7 х Г.36.5 см., закрытые створками.</span></span></span></span><br /><br /><span><span><span><span class=""RA-g5 RA-g7 RA-h2 RA-i"">Максимальная нагрузка на направляющие скрытого монтажа &mdash; до 25 кг (при равномерно</span></span></span></span><br /><span><span><span><span class=""RA-g5 RA-g7 RA-h2 RA-i"">распределённой нагрузке).</span></span></span></span><br /><br /><span><span><span><span class=""RA-g5 RA-g7 RA-h2 RA-i"">Нагрузка на полку до 5 кг.</span></span></span></span><br /><br /><span><span><span><span class=""RA-g5 RA-g7 RA-h2 RA-i"">При самостоятельной сборке Покупателем, компания не несёт ответственность за качество</span></span></span></span><br /><span><span><span class=""RA-g5 RA-g7 RA-h2 RA-i"">сборки и дефекты, полученные во время её проведения.</span></span></span></p>";"Купить Тринити КМ-001 (МДФ) Комод Дуб Крафт серый/МДФ - матовая Флан GA-06 в Краснодар недорого — Мебель на Кубани";"Купить Тринити КМ-001 (МДФ) Комод Дуб Крафт серый/МДФ - матовая Флан GA-06 в Мебель на Кубани: Краснодар, Ростовское шоссе, 14/2. Доставка по городу и краю, профессиональная сборка. Гарантия качеств";"Тринити КМ-001 (МДФ) Комод Дуб Крафт серый/МДФ - матовая Флан GA-06, Краснодар, каталог мебели, купи";;60390949;;1;0;шт;0г;;;1;1
60480053;0;"Некст комод 4 ящика Дуб Золотой / Белая шагрень";5200;;"КОМОДЫ И ТУМБЫ";10;0;1;"<p>Некст комод 4 ящика Дуб Золотой / Белая шагрень</p><p><br /></p><p><span class=""RA-g5 RA-g9 RA-h2 RA-i RA-g3 RA-f1""><span>Габариты(ШхВхГ): 801</span></span>х835х376</p><p><br /></p><p>Цвет: <span>Дуб Золотой / Белая шагрень</span></p><p>Комод сочетает в себе минимализм и функциональность. Его лаконичный<span>&nbsp;</span>дизайн<span>&nbsp;</span>и продуманные детали делают его идеальным дополнением к современному интерьеру.</p><p><br /></p><ul><li>4 вместительных ящика<span>&nbsp;</span>на надежных шариковых направляющих обеспечивают плавное открытие и удобство хранения одежды, белья и аксессуаров.</li><li>Современный механизм push-to-open<span>&nbsp;</span>&mdash; никаких ручек, фасады открываются лёгким нажатием благодаря встроенным магнитным толкателям.</li>
<li>Лаконичный дизайн<span>&nbsp;</span>&mdash; гладкие фасады, четкие линии и нейтральная цветовая гамма создают гармоничный образ.</li>
<li>Универсальность<span>&nbsp;</span>&mdash; идеально сочетается с другими элементами мебели из<span>&nbsp;</span>коллекции &laquo;Некст&raquo;, позволяя создать завершенный интерьер.</li>
</ul>
<p><br /></p>
<p>Этот комод станет отличным решением для спальни, гостиной или прихожей, добавляя в пространство удобство и эстетику.</p>";;"Купить Некст комод 4 ящика Дуб Золотой / Белая шагрень в Краснодар недорого — Мебель на Кубани";"Купить Некст комод 4 ящика Дуб Золотой / Белая шагрень в Мебель на Кубани: Краснодар, Ростовское шоссе, 14/2. Доставка по городу и краю, профессиональная сборка. Гарантия качества!";"Некст комод 4 ящика Дуб Золотой / Белая шагрень, Краснодар, каталог мебели, купить недорого, сборка";;"60480054, 60480024, 60480015, 60480008, 60480056, 60480078, 60480030, 60480036, 60480074";;1;0;шт;0г;;;1;1
60480054;0;"Некст комод 5 ящиков Дуб Золотой / Белая шагрень";5100;;"КОМОДЫ И ТУМБЫ";10;0;1;"<p>Некст комод 5 ящиков Дуб Золотой / Белая шагрень</p><p><br /></p><p><span class=""RA-g5 RA-g9 RA-h2 RA-i RA-g3 RA-f1""><span>Габариты(ШхВхГ): 501</span></span>х1040х376</p><p><br /></p><p>Цвет: <span>Дуб Золотой / Белая шагрень</span></p><p>Комод сочетает в себе минимализм и функциональность. Его лаконичный<span>&nbsp;</span>дизайн<span>&nbsp;</span>и продуманные детали делают его идеальным дополнением к современному интерьеру.</p><p><br /></p><ul><li>4 вместительных ящика<span>&nbsp;</span>на надежных шариковых направляющих обеспечивают плавное открытие и удобство хранения одежды, белья и аксессуаров.</li><li>Современный механизм push-to-open<span>&nbsp;</span>&mdash; никаких ручек, фасады открываются лёгким нажатием благодаря встроенным магнитным толкателям.</li>
<li>Лаконичный дизайн<span>&nbsp;</span>&mdash; гладкие фасады, четкие линии и нейтральная цветовая гамма создают гармоничный образ.</li>
<li>Универсальность<span>&nbsp;</span>&mdash; идеально сочетается с другими элементами мебели из<span>&nbsp;</span>коллекции &laquo;Некст&raquo;, позволяя создать завершенный интерьер.</li>
</ul>
<p><br /></p>
<p>Этот комод станет отличным решением для спальни, гостиной или прихожей, добавляя в пространство удобство и эстетику.</p>";;"Купить Некст комод 5 ящиков Дуб Золотой / Белая шагрень в Краснодар недорого — Мебель на Кубани";"Купить Некст комод 5 ящиков Дуб Золотой / Белая шагрень в Мебель на Кубани: Краснодар, Ростовское шоссе, 14/2. Доставка по городу и краю, профессиональная сборка. Гарантия качества!";"Некст комод 5 ящиков Дуб Золотой / Белая шагрень, Краснодар, каталог мебели, купить недорого, сборка";;"60480053, 60480024, 60480015, 60480008, 60480056, 60480074, 60480078, 60480030, 60480036";;1;0;шт;0г;;;1;1
60482488;0;"Пандора КМ-02 комод Кашемир/Айриш MF-03";7200;;"КОМОДЫ И ТУМБЫ";10;0;1;"<p>Пандора КМ-02 комод Кашемир/Айриш MF-03</p><p><br /></p><p><span class=""RA-g5 RA-g9 RA-h2 RA-i RA-g3 RA-f1""><span>Габариты(ШхВхГ): 720</span></span>х750х370</p><p><br /></p><p>Цвет: <span>Кашемир/Айриш MF-03</span></p><p>Комод &laquo;Пандора&raquo; - это компактная и вместительная модель для спальни или гостиной. В комоде удобно хранить документы и различные мелочи. Лаконичный дизайн и отсутствие лишних деталей облегчает хранение и уход за комодом.</p><p>Толщина кромки &ndash; 0,45 мм.</p><p>Ручка &ndash; АБС пластик, 128 мм.</p><p>Петли створок &ndash; вкладные, полунакладные.</p><p>Крепление к стене &ndash; уголок овербаланс.</p>
<p>Опоры &ndash; черный подпятник, пластик.</p>
<p>Стильные ручки в цвете &laquo;пыльно-матовое золото&raquo;.</p>
<p>Элегантная фрезеровка.</p>
<p>Максимальная нагрузка на ящик &ndash; 5 кг.</p>
<p>Модульная коллекция &laquo;Пандора&raquo; - это сочетание самых модных тенденций в дизайне мебели. Нежные оттенки &laquo;айриш&raquo; и &laquo;кашемир&raquo; создадут атмосферу уюта в любом интерьере. В коллекции собраны разнообразные модули для хранения вещей, которые адаптируются под ваше пространство.</p>";;"Купить Пандора КМ-02 комод Кашемир/Айриш MF-03 в Краснодар недорого — Мебель на Кубани";"Купить Пандора КМ-02 комод Кашемир/Айриш MF-03 в Мебель на Кубани: Краснодар, Ростовское шоссе, 14/2. Доставка по городу и краю, профессиональная сборка. Гарантия качества!";"Пандора КМ-02 комод Кашемир/Айриш MF-03, Краснодар, каталог мебели, купить недорого, сборка мебели";;"60482500, 60482535, 60482523, 60482524";;1;0;шт;0г;;;1;1
60482523;0;"Пандора ТБ-16 Тумба Кашемир/Айриш MF-03";3000;;"КОМОДЫ И ТУМБЫ";10;0;1;"<p>Пандора ТБ-16 Тумба Кашемир/Айриш MF-03</p><p><br /></p><p><span class=""RA-g5 RA-g9 RA-h2 RA-i RA-g3 RA-f1""><span>Габариты(ШхВхГ): 450</span></span>х202х354</p><p><br /></p><p>Цвет: <span>Кашемир/Айриш MF-03</span></p><p>Прикроватная тумба &laquo;Пандора&raquo; - универсальное решение для вашего интерьера. Модель подойдет и для просторной комнаты, и для небольшой спальни. Мелочи, постельное белье и аксессуары для сна всегда будут под рукой.</p><p>Толщина кромки &ndash; 0,4 мм.</p><p>Ручки &ndash; АБС пластик, 128 мм.</p><p>Крепление к стене &ndash; уголок овербаланс.</p><p>Опоры &ndash; черный подпятник, пластик.</p>
<p>Стильные ручки в цвете &laquo;пыльно-матовое золото&raquo;.</p>
<p>Элегантная фрезеровка.</p>
<p>Максимальная нагрузка на ящик &ndash; 5 кг.</p>
<p>Модульная коллекция &laquo;Пандора&raquo; - это сочетание самых модных тенденций в дизайне мебели. Нежные оттенки &laquo;айриш&raquo; и &laquo;кашемир&raquo; создадут атмосферу уюта в любом интерьере. В коллекции собраны разнообразные модули для хранения вещей, которые адаптируются под ваше пространство.</p>";;"Купить Пандора ТБ-16 Тумба Кашемир/Айриш MF-03 в Краснодар недорого — Мебель на Кубани";"Купить Пандора ТБ-16 Тумба Кашемир/Айриш MF-03 в Мебель на Кубани: Краснодар, Ростовское шоссе, 14/2. Доставка по городу и краю, профессиональная сборка. Гарантия качества!";"Пандора ТБ-16 Тумба Кашемир/Айриш MF-03, Краснодар, каталог мебели, купить недорого, сборка мебели";;"60482500, 60482535, 60482488, 60482524";;1;0;шт;0г;;;1;1
60482524;0;"Пандора ТБ-20 Тумба Кашемир/Айриш MF-03";3500;;"КОМОДЫ И ТУМБЫ";10;0;1;"<p>Пандора ТБ-20 Тумба Кашемир/Айриш MF-03</p><p><br /></p><p><span class=""RA-g5 RA-g9 RA-h2 RA-i RA-g3 RA-f1""><span>Габариты(ШхВхГ): 720</span></span>х202х354</p><p><br /></p><p>Цвет: <span>Кашемир/Айриш MF-03</span></p><p>Тумба &laquo;Пандора&raquo; станет отличным выбором для современной спальни. В ней можно хранить белье, важные мелочи и аксессуары для сна. Крышка тумбы послужит полкой для небольшого торшера.</p><p>Толщина кромки &ndash; 0,4 мм.</p><p>Ручка &ndash; АБС пластик, 128 мм.</p><p>Крепление к стене &ndash; навес L-образный.</p><p>Стильные ручки в цвете &laquo;пыльно-матовое золото&raquo;.</p>
<p>Элегантная фрезеровка.</p>
<p>Максимальная нагрузка на ящик &ndash; 5 кг.</p>
<p>Модульная коллекция &laquo;Пандора&raquo; - это сочетание самых модных тенденций в дизайне мебели. Нежные оттенки &laquo;айриш&raquo; и &laquo;кашемир&raquo; создадут атмосферу уюта в любом интерьере. В коллекции собраны разнообразные модули для хранения вещей, которые адаптируются под ваше пространство.</p>";;"Купить Пандора ТБ-20 Тумба Кашемир/Айриш MF-03 в Краснодар недорого — Мебель на Кубани";"Купить Пандора ТБ-20 Тумба Кашемир/Айриш MF-03 в Мебель на Кубани: Краснодар, Ростовское шоссе, 14/2. Доставка по городу и краю, профессиональная сборка. Гарантия качества!";"Пандора ТБ-20 Тумба Кашемир/Айриш MF-03, Краснодар, каталог мебели, купить недорого, сборка мебели";;"60482500, 60482535, 60482488, 60482523";;1;0;шт;0г;;;1;1
60562004;0;"Брандо 67.11 Комод (белый / ДВПО: белый / фасады: ЛДСП белый)";16800;13850;"КОМОДЫ И ТУМБЫ";100;0;1;"<p>Комод 67.11 Брандо (белый / ДВПО: белый / фасады: ЛДСП белый) исполняется в классическом стиле и спокойных цветах. Модель сочетает в себе простоту и функциональность, но при этом не выглядит громоздко. Она гармонично впишется в пространство, не утяжеляя его.</p><p>Цвет: белый/ДВПО белый/фасады ЛДСП белый</p><p>Изделие отличается высоким качеством исполнения и отменными техническими параметрами. Используемые для изготовления материалы характеризуются экологической безопасностью и износостойкостью.</p>";;"Купить Брандо 67.11 Комод (белый / ДВПО: белый / фасады: ЛДСП белый) в Краснодар недорого — Мебель на Кубани";"Купить Брандо 67.11 Комод (белый / ДВПО: белый / фасады: ЛДСП белый) в Мебель на Кубани: Краснодар, Ростовское шоссе, 14/2. Доставка по городу и краю, профессиональная сборка. Гарантия качества!";"Брандо 67.11 Комод (белый / ДВПО: белый / фасады: ЛДСП белый), Краснодар, каталог мебели, купить нед";;"60560101, 60560187, 60560783, 60560820, 60561820, 60561831";;1;0;шт;0г;;;1;1
60562008;0;"Брандо 67.11 Комод (кашемир / ДВПО: белый / фасады: ЛДСП кашемир)";16800;14900;"КОМОДЫ И ТУМБЫ";100;0;1;"<p>Комод 67.11 Брандо (кашемир / ДВПО: белый / фасады: ЛДСП кашемир) совмещает благородную привлекательную эстетику с практичностью и хорошим функционалом. Продуманный дизайн уместно дополнит созданный интерьер и органично впишется в любое помещение.</p><p>Цвет: кашемир/ДВПО белый/фасады ЛДСП кашемир</p><p>Для изготовления использованы только надежные и качественные материалы, которые гарантируют безупречную службу в течении многих лет. Покрытие изделия легко чистится и не впитывает влагу и запах. Отличительные черты этой модели: практичность, сдержанность, гармоничное сочетание расцветок.</p>";;"Купить Брандо 67.11 Комод (кашемир / ДВПО: белый / фасады: ЛДСП кашемир) в Краснодар недорого — Мебель на Кубани";"Купить Брандо 67.11 Комод (кашемир / ДВПО: белый / фасады: ЛДСП кашемир) в Мебель на Кубани: Краснодар, Ростовское шоссе, 14/2. Доставка по городу и краю, профессиональная сборка. Гарантия качества!";"Брандо 67.11 Комод (кашемир / ДВПО: белый / фасады: ЛДСП кашемир), Краснодар, каталог мебели, купить";;;;1;0;шт;0г;;;1;1
60562018;0;"Брандо 67.11 Комод (белый / ДВПО: белый / фасады: МДФ с ПВХ белый матовый)";19400;16800;"КОМОДЫ И ТУМБЫ";100;0;1;"<p>Комод 67.11 Брандо (белый / ДВПО: белый / фасады: МДФ с ПВХ белый матовый) совмещает благородную привлекательную эстетику с практичностью и хорошим функционалом. Продуманный дизайн уместно дополнит созданный интерьер и органично впишется в любое помещение.</p><p>Цвет: белый/ДВПО белый/фасады МДФ с ПВХ белый матовый</p><p>Изделие отличается высоким качеством исполнения и отменными техническими параметрами. Используемые для изготовления материалы характеризуются экологической безопасностью и износостойкостью.</p>";;"Купить Брандо 67.11 Комод (белый / ДВПО: белый / фасады: МДФ с ПВХ белый матовый) в Краснодар недорого — Мебель на Кубани";"Купить Брандо 67.11 Комод (белый / ДВПО: белый / фасады: МДФ с ПВХ белый матовый) в Мебель на Кубани: Краснодар, Ростовское шоссе, 14/2. Доставка по городу и краю, профессиональная сборка. Гарантия";"Брандо 67.11 Комод (белый / ДВПО: белый / фасады: МДФ с ПВХ белый матовый), Краснодар, каталог мебел";;;;1;0;шт;0г;;;1;1
60562033;0;"Брандо 67.11 Комод (кашемир / ДВПО: белый / фасады: МДФ с ПВХ кашемир)";19500;17600;"КОМОДЫ И ТУМБЫ";100;0;1;"<p>Комод 67.11 Брандо (кашемир / ДВПО: белый / фасады: МДФ с ПВХ кашемир) исполняется в классическом стиле и спокойных цветах. Модель сочетает в себе простоту и функциональность, но при этом не выглядит громоздко. Она гармонично впишется в пространство, не утяжеляя его.</p><p>Цвет: кашемир/ДВПО белый/фасады МДФ с ПВХ кашемир</p><p>Для изготовления использованы только надежные и качественные материалы, которые гарантируют безупречную службу в течении многих лет. Покрытие изделия легко чистится и не впитывает влагу и запах. Отличительные черты этой модели: практичность, сдержанность, гармоничное сочетание расцветок.</p>";;"Купить Брандо 67.11 Комод (кашемир / ДВПО: белый / фасады: МДФ с ПВХ кашемир) в Краснодар недорого — Мебель на Кубани";"Купить Брандо 67.11 Комод (кашемир / ДВПО: белый / фасады: МДФ с ПВХ кашемир) в Мебель на Кубани: Краснодар, Ростовское шоссе, 14/2. Доставка по городу и краю, профессиональная сборка. Гарантия каче";"Брандо 67.11 Комод (кашемир / ДВПО: белый / фасады: МДФ с ПВХ кашемир), Краснодар, каталог мебели, к";;;;1;0;шт;0г;;;1;1
